show_id,release_year,date_added,year_difference
s2325,2020,2020-06-28,0.0
s2326,2019,2020-06-28,1.0
s2327,2019,2020-06-28,1.0
s2328,2020,2020-06-27,0.0
s2329,2020,2020-06-27,0.0
s2330,2020,2020-06-26,0.0
s2331,2020,2020-06-26,0.0
s2332,2020,2020-06-26,0.0
s2333,2019,2020-06-26,1.0
s2334,2016,2020-06-26,4.0
s2335,2019,2020-06-26,1.0
s2336,2019,2020-06-26,1.0
s2337,2019,2020-06-26,1.0
s2338,2020,2020-06-26,0.0
s2339,2020,2020-06-25,0.0
s2340,2015,2020-06-25,5.0
s2341,2006,2020-06-25,14.0
s2342,2020,2020-06-24,0.0
s2343,2020,2020-06-24,0.0
s2344,2020,2020-06-24,0.0
s2345,2020,2020-06-24,0.0
s2346,2020,2020-06-23,0.0
s2347,2020,2020-06-23,0.0
s2348,2020,2020-06-22,0.0
s2349,2017,2020-06-22,3.0
s2350,2020,2020-06-21,0.0
s2351,2017,2020-06-21,3.0
s2352,2019,2020-06-20,1.0
s2353,2020,2020-06-19,0.0
s2354,2020,2020-06-19,0.0
s2355,1997,2020-06-19,23.0
s2356,2020,2020-06-19,0.0
s2357,2020,2020-06-19,0.0
s2358,2020,2020-06-19,0.0
s2359,2020,2020-06-19,0.0
s2360,2020,2020-06-19,0.0
s2361,2020,2020-06-19,0.0
s2362,1994,2020-06-19,26.0
s2363,2020,2020-06-19,0.0
s2364,2020,2020-06-19,0.0
s2365,2020,2020-06-18,0.0
s2366,1979,2020-06-18,41.0
s2367,1989,2020-06-18,31.0
s2368,1982,2020-06-18,38.0
s2369,1958,2020-06-18,62.0
s2370,1956,2020-06-18,64.0
s2371,2020,2020-06-18,0.0
s2372,2019,2020-06-18,1.0
s2373,2020,2020-06-18,0.0
s2374,1963,2020-06-18,57.0
s2375,2010,2020-06-18,10.0
s2376,1954,2020-06-18,66.0
s2377,1970,2020-06-18,50.0
s2378,2014,2020-06-18,6.0
s2379,2020,2020-06-18,0.0
s2380,2018,2020-06-17,2.0
s2381,2020,2020-06-17,0.0
s2382,2012,2020-06-16,8.0
s2383,2016,2020-06-16,4.0
s2384,2015,2020-06-15,5.0
s2385,2019,2020-06-15,1.0
s2386,2013,2020-06-15,7.0
s2387,2019,2020-06-15,1.0
s2388,2019,2020-06-13,1.0
s2389,2020,2020-06-13,0.0
s2390,2020,2020-06-13,0.0
s2391,2020,2020-06-13,0.0
s2392,2020,2020-06-13,0.0
s2393,2020,2020-06-12,0.0
s2394,2020,2020-06-12,0.0
s2395,2020,2020-06-12,0.0
s2396,2020,2020-06-12,0.0
s2397,2020,2020-06-12,0.0
s2398,2020,2020-06-12,0.0
s2399,2018,2020-06-12,2.0
s2400,2002,2020-06-12,18.0
s2401,2020,2020-06-12,0.0
s2402,2020,2020-06-12,0.0
s2403,2014,2020-06-11,6.0
s2404,2008,2020-06-11,12.0
s2405,2020,2020-06-10,0.0
s2406,2020,2020-06-10,0.0
s2407,2020,2020-06-10,0.0
s2408,2009,2020-06-10,11.0
s2409,2018,2020-06-10,2.0
s2410,2020,2020-06-10,0.0
s2411,2018,2020-06-10,2.0
s2412,2017,2020-06-08,3.0
s2413,2020,2020-06-07,0.0
s2414,2020,2020-06-07,0.0
s2415,2018,2020-06-07,2.0
s2416,2018,2020-06-06,2.0
s2417,2020,2020-06-06,0.0
s2418,2020,2020-06-05,0.0
s2419,2016,2020-06-05,4.0
s2420,2014,2020-06-05,6.0
s2421,2020,2020-06-05,0.0
s2422,2019,2020-06-05,1.0
s2423,2020,2020-06-05,0.0
s2424,2019,2020-06-05,1.0
s2425,2020,2020-06-05,0.0
s2426,2010,2020-06-05,10.0
s2427,2020,2020-06-04,0.0
s2428,2017,2020-06-04,3.0
s2429,2017,2020-06-04,3.0
s2430,2007,2020-06-03,13.0
s2431,2017,2020-06-03,3.0
s2432,2020,2020-06-03,0.0
s2433,2019,2020-06-02,1.0
s2434,2008,2020-06-02,12.0
s2435,2006,2020-06-02,14.0
s2436,2006,2020-06-02,14.0
s2437,2009,2020-06-02,11.0
s2438,2012,2020-06-02,8.0
s2439,2008,2020-06-02,12.0
s2440,2004,2020-06-02,16.0
s2441,2020,2020-06-02,0.0
s2442,2006,2020-06-02,14.0
s2443,2011,2020-06-02,9.0
s2444,2019,2020-06-01,1.0
s2445,1999,2020-06-01,21.0
s2446,2020,2020-06-01,0.0
s2447,2017,2020-06-01,3.0
s2448,2016,2020-06-01,4.0
s2449,2019,2020-06-01,1.0
s2450,2018,2020-06-01,2.0
s2451,2014,2020-06-01,6.0
s2452,2018,2020-06-01,2.0
s2453,2017,2020-06-01,3.0
s2454,2017,2020-06-01,3.0
s2455,2017,2020-06-01,3.0
s2456,2016,2020-06-01,4.0
s2457,2019,2020-05-31,1.0
s2458,2018,2020-05-29,2.0
s2459,2020,2020-05-29,0.0
s2460,2020,2020-05-29,0.0
s2461,1999,2020-05-29,21.0
s2462,2018,2020-05-28,2.0
s2463,2020,2020-05-28,0.0
s2464,2014,2020-05-28,6.0
s2465,2015,2020-05-28,5.0
s2466,2020,2020-05-28,0.0
s2467,2016,2020-05-28,4.0
s2468,2019,2020-05-27,1.0
s2469,2020,2020-05-26,0.0
s2470,2019,2020-05-25,1.0
s2471,2019,2020-05-25,1.0
s2472,2019,2020-05-25,1.0
s2473,2020,2020-05-24,0.0
s2474,2019,2020-05-23,1.0
s2475,2020,2020-05-23,0.0
s2476,2020,2020-05-23,0.0
s2477,2020,2020-05-22,0.0
s2478,2019,2020-05-22,1.0
s2479,2018,2020-05-22,2.0
s2480,2020,2020-05-22,0.0
s2481,2020,2020-05-22,0.0
s2482,2018,2020-05-21,2.0
s2483,1981,2020-05-21,39.0
s2484,1996,2020-05-21,24.0
s2485,1982,2020-05-21,38.0
s2486,2019,2020-05-21,1.0
s2487,2020,2020-05-21,0.0
s2488,1979,2020-05-21,41.0
s2489,1984,2020-05-21,36.0
s2490,1985,2020-05-21,35.0
s2491,1981,2020-05-21,39.0
s2492,1973,2020-05-21,47.0
s2493,1976,2020-05-21,44.0
s2494,2010,2020-05-20,10.0
s2495,2020,2020-05-20,0.0
s2496,2020,2020-05-20,0.0
s2497,2014,2020-05-20,6.0
s2498,2010,2020-05-20,10.0
s2499,2020,2020-05-20,0.0
s2500,2020,2020-05-20,0.0
s2501,2020,2020-05-20,0.0
s2502,2006,2020-05-19,14.0
s2503,2009,2020-05-19,11.0
s2504,2012,2020-05-19,8.0
s2505,2007,2020-05-19,13.0
s2506,2008,2020-05-19,12.0
s2507,2009,2020-05-19,11.0
s2508,2020,2020-05-19,0.0
s2509,2020,2020-05-19,0.0
s2510,2006,2020-05-19,14.0
s2511,2004,2020-05-19,16.0
s2512,2012,2020-05-19,8.0
s2513,2005,2020-05-19,15.0
s2514,2019,2020-05-18,1.0
s2515,2020,2020-05-18,0.0
s2516,2020,2020-05-17,0.0
s2517,2019,2020-05-17,1.0
s2518,2009,2020-05-16,11.0
s2519,2009,2020-05-16,11.0
s2520,2007,2020-05-15,13.0
s2521,2017,2020-05-15,3.0
s2522,2019,2020-05-15,1.0
s2523,2020,2020-05-15,0.0
s2524,2019,2020-05-15,1.0
s2525,2020,2020-05-15,0.0
s2526,2014,2020-05-15,6.0
s2527,2020,2020-05-15,0.0
s2528,2020,2020-05-15,0.0
s2529,2019,2020-05-15,1.0
s2530,2015,2020-05-15,5.0
s2531,2020,2020-05-15,0.0
s2532,2018,2020-05-14,2.0
s2533,2019,2020-05-14,1.0
s2534,2018,2020-05-14,2.0
s2535,2020,2020-05-14,0.0
s2536,2017,2020-05-14,3.0
s2537,2018,2020-05-14,2.0
s2538,2018,2020-05-14,2.0
s2539,2018,2020-05-14,2.0
s2540,2012,2020-05-13,8.0
s2541,2020,2020-05-13,0.0
s2542,2019,2020-05-12,1.0
s2543,2020,2020-05-12,0.0
s2544,2020,2020-05-12,0.0
s2545,2010,2020-05-11,10.0
s2546,1994,2020-05-11,26.0
s2547,2019,2020-05-11,1.0
s2548,2020,2020-05-11,0.0
s2549,2020,2020-05-11,0.0
s2550,2020,2020-05-09,0.0
s2551,2020,2020-05-08,0.0
s2552,2020,2020-05-08,0.0
s2553,2020,2020-05-08,0.0
s2554,2020,2020-05-08,0.0
s2555,2020,2020-05-08,0.0
s2556,2016,2020-05-07,4.0
s2557,2019,2020-05-07,1.0
s2558,2020,2020-05-07,0.0
s2559,2018,2020-05-07,2.0
s2560,2020,2020-05-06,0.0
s2561,2020,2020-05-06,0.0
s2562,2020,2020-05-05,0.0
s2563,2019,2020-05-04,1.0
s2564,2020,2020-05-04,0.0
s2565,2019,2020-05-03,1.0
s2566,2020,2020-05-02,0.0
s2567,2019,2020-05-02,1.0
s2568,2020,2020-05-02,0.0
s2569,2015,2020-05-02,5.0
s2570,2020,2020-05-02,0.0
s2571,2019,2020-05-02,1.0
s2572,2013,2020-05-02,7.0
s2573,2020,2020-05-02,0.0
s2574,2020,2020-05-02,0.0
s2575,2015,2020-05-02,5.0
s2576,2009,2020-05-02,11.0
s2577,2020,2020-05-01,0.0
s2578,2018,2020-05-01,2.0
s2579,2019,2020-05-01,1.0
s2580,2020,2020-05-01,0.0
s2581,2020,2020-05-01,0.0
s2582,2013,2020-05-01,7.0
s2583,2008,2020-05-01,12.0
s2584,2019,2020-05-01,1.0
s2585,2012,2020-05-01,8.0
s2586,2019,2020-05-01,1.0
s2587,2014,2020-05-01,6.0
s2588,2020,2020-05-01,0.0
s2589,2020,2020-05-01,0.0
s2590,2020,2020-05-01,0.0
s2591,2019,2020-05-01,1.0
s2592,2020,2020-05-01,0.0
s2593,2007,2020-05-01,13.0
s2594,2020,2020-05-01,0.0
s2595,2020,2020-05-01,0.0
s2596,2020,2020-05-01,0.0
s2597,2003,2020-05-01,17.0
s2598,2020,2020-04-30,0.0
s2599,2020,2020-04-30,0.0
s2600,2019,2020-04-30,1.0
s2601,2019,2020-04-30,1.0
s2602,2020,2020-04-30,0.0
s2603,2020,2020-04-30,0.0
s2604,2020,2020-04-30,0.0
s2605,2020,2020-04-29,0.0
s2606,2016,2020-04-29,4.0
s2607,2020,2020-04-29,0.0
s2608,2019,2020-04-29,1.0
s2609,2020,2020-04-29,0.0
s2610,2020,2020-04-29,0.0
s2611,2019,2020-04-29,1.0
s2612,2017,2020-04-29,3.0
s2613,2006,2020-04-28,14.0
s2614,2016,2020-04-28,4.0
s2615,2008,2020-04-28,12.0
s2616,2011,2020-04-28,9.0
s2617,2016,2020-04-28,4.0
s2618,2017,2020-04-28,3.0
s2619,2016,2020-04-28,4.0
s2620,2010,2020-04-28,10.0
s2621,2009,2020-04-28,11.0
s2622,2005,2020-04-28,15.0
s2623,2019,2020-04-28,1.0
s2624,2012,2020-04-28,8.0
s2625,2019,2020-04-27,1.0
s2626,2020,2020-04-27,0.0
s2627,2020,2020-04-27,0.0
s2628,2020,2020-04-26,0.0
s2629,2020,2020-04-26,0.0
s2630,2020,2020-04-25,0.0
s2631,2010,2020-04-25,10.0
s2632,2017,2020-04-25,3.0
s2633,2005,2020-04-25,15.0
s2634,2006,2020-04-25,14.0
s2635,2011,2020-04-25,9.0
s2636,2010,2020-04-25,10.0
s2637,2009,2020-04-25,11.0
s2638,2008,2020-04-25,12.0
s2639,2009,2020-04-25,11.0
s2640,2019,2020-04-25,1.0
s2641,2020,2020-04-24,0.0
s2642,2011,2020-04-24,9.0
s2643,2019,2020-04-24,1.0
s2644,2020,2020-04-24,0.0
s2645,2020,2020-04-24,0.0
s2646,2020,2020-04-23,0.0
s2647,2016,2020-04-23,4.0
s2648,2019,2020-04-23,1.0
s2649,2020,2020-04-23,0.0
s2650,2019,2020-04-23,1.0
s2651,2020,2020-04-23,0.0
s2652,2020,2020-04-22,0.0
s2653,2020,2020-04-22,0.0
s2654,2018,2020-04-22,2.0
s2655,2019,2020-04-22,1.0
s2656,2019,2020-04-22,1.0
s2657,2020,2020-04-22,0.0
s2658,2020,2020-04-22,0.0
s2659,2006,2020-04-21,14.0
s2660,2020,2020-04-21,0.0
s2661,2018,2020-04-21,2.0
s2662,2020,2020-04-20,0.0
s2663,2020,2020-04-20,0.0
s2664,2020,2020-04-20,0.0
s2665,2019,2020-04-18,1.0
s2666,2020,2020-04-18,0.0
s2667,2020,2020-04-17,0.0
s2668,2018,2020-04-17,2.0
s2669,2020,2020-04-17,0.0
s2670,2020,2020-04-17,0.0
s2671,2020,2020-04-17,0.0
s2672,2020,2020-04-17,0.0
s2673,2020,2020-04-17,0.0
s2674,2019,2020-04-17,1.0
s2675,2019,2020-04-16,1.0
s2676,2020,2020-04-16,0.0
s2677,2020,2020-04-16,0.0
s2678,2016,2020-04-16,4.0
s2679,2015,2020-04-16,5.0
s2680,2020,2020-04-16,0.0
s2681,2015,2020-04-16,5.0
s2682,2019,2020-04-16,1.0
s2683,2018,2020-04-15,2.0
s2684,2019,2020-04-15,1.0
s2685,2020,2020-04-15,0.0
s2686,2020,2020-04-15,0.0
s2687,2020,2020-04-14,0.0
s2688,2018,2020-04-14,2.0
s2689,2018,2020-04-13,2.0
s2690,2019,2020-04-13,1.0
s2691,2019,2020-04-11,1.0
s2692,2020,2020-04-10,0.0
s2693,2020,2020-04-10,0.0
s2694,2020,2020-04-10,0.0
s2695,2019,2020-04-10,1.0
s2696,2020,2020-04-10,0.0
s2697,2019,2020-04-10,1.0
s2698,2020,2020-04-10,0.0
s2699,2019,2020-04-09,1.0
s2700,2020,2020-04-09,0.0
s2701,2019,2020-04-08,1.0
s2702,2010,2020-04-08,10.0
s2703,2017,2020-04-07,3.0
s2704,2019,2020-04-06,1.0
s2705,2017,2020-04-06,3.0
s2706,2019,2020-04-05,1.0
s2707,2017,2020-04-05,3.0
s2708,2019,2020-04-04,1.0
s2709,2013,2020-04-04,7.0
s2710,2020,2020-04-03,0.0
s2711,2019,2020-04-03,1.0
s2712,2020,2020-04-03,0.0
s2713,2017,2020-04-03,3.0
s2714,2020,2020-04-02,0.0
s2715,2019,2020-04-02,1.0
s2716,1990,2020-04-01,30.0
s2717,2015,2020-04-01,5.0
s2718,2012,2020-04-01,8.0
s2719,2015,2020-04-01,5.0
s2720,2020,2020-04-01,0.0
s2721,2008,2020-04-01,12.0
s2722,1984,2020-04-01,36.0
s2723,1998,2020-04-01,22.0
s2724,1980,2020-04-01,40.0
s2725,2013,2020-04-01,7.0
s2726,1993,2020-04-01,27.0
s2727,2014,2020-04-01,6.0
s2728,2020,2020-04-01,0.0
s2729,2014,2020-04-01,6.0
s2730,2005,2020-04-01,15.0
s2731,2006,2020-04-01,14.0
s2732,2001,2020-04-01,19.0
s2733,2003,2020-04-01,17.0
s2734,2016,2020-04-01,4.0
s2735,1998,2020-04-01,22.0
s2736,2015,2020-04-01,5.0
s2737,2020,2020-04-01,0.0
s2738,2014,2020-04-01,6.0
s2739,1987,2020-04-01,33.0
s2740,2019,2020-04-01,1.0
s2741,1986,2020-04-01,34.0
s2742,2020,2020-04-01,0.0
s2743,2020,2020-04-01,0.0
s2744,2020,2020-04-01,0.0
s2745,2017,2020-04-01,3.0
s2746,2010,2020-04-01,10.0
s2747,2020,2020-04-01,0.0
s2748,2014,2020-04-01,6.0
s2749,2020,2020-04-01,0.0
s2750,2018,2020-04-01,2.0
s2751,2020,2020-03-31,0.0
s2752,2019,2020-03-31,1.0
s2753,2019,2020-03-31,1.0
s2754,2020,2020-03-31,0.0
s2755,2016,2020-03-31,4.0
s2756,2017,2020-03-31,3.0
s2757,2019,2020-03-31,1.0
s2758,2018,2020-03-31,2.0
s2759,2019,2020-03-31,1.0
s2760,2019,2020-03-31,1.0
s2761,2020,2020-03-29,0.0
s2762,2020,2020-03-29,0.0
s2763,2019,2020-03-28,1.0
s2764,2020,2020-03-27,0.0
s2765,2019,2020-03-27,1.0
s2766,2019,2020-03-27,1.0
s2767,2020,2020-03-27,0.0
s2768,2020,2020-03-27,0.0
s2769,2020,2020-03-27,0.0
s2770,2019,2020-03-27,1.0
s2771,2020,2020-03-27,0.0
s2772,2020,2020-03-27,0.0
s2773,2020,2020-03-27,0.0
s2774,2019,2020-03-27,1.0
s2775,2020,2020-03-26,0.0
s2776,2019,2020-03-26,1.0
s2777,2020,2020-03-26,0.0
s2778,2020,2020-03-26,0.0
s2779,2019,2020-03-25,1.0
s2780,2020,2020-03-25,0.0
s2781,2018,2020-03-25,2.0
s2782,2020,2020-03-25,0.0
s2783,2020,2020-03-24,0.0
s2784,2020,2020-03-23,0.0
s2785,2020,2020-03-22,0.0
s2786,2020,2020-03-21,0.0
s2787,2020,2020-03-20,0.0
s2788,2020,2020-03-20,0.0
s2789,2020,2020-03-20,0.0
s2790,2017,2020-03-20,3.0
s2791,2020,2020-03-20,0.0
s2792,2020,2020-03-20,0.0
s2793,2020,2020-03-20,0.0
s2794,2020,2020-03-20,0.0
s2795,2020,2020-03-20,0.0
s2796,2020,2020-03-20,0.0
s2797,2020,2020-03-20,0.0
s2798,2020,2020-03-20,0.0
s2799,2019,2020-03-19,1.0
s2800,2020,2020-03-19,0.0
s2801,2020,2020-03-19,0.0
s2802,2017,2020-03-18,3.0
s2803,2020,2020-03-18,0.0
s2804,2017,2020-03-18,3.0
s2805,2019,2020-03-18,1.0
s2806,2016,2020-03-18,4.0
s2807,2020,2020-03-17,0.0
s2808,2020,2020-03-17,0.0
s2809,2018,2020-03-17,2.0
s2810,2014,2020-03-16,6.0
s2811,2019,2020-03-15,1.0
s2812,2019,2020-03-15,1.0
s2813,2019,2020-03-15,1.0
s2814,2019,2020-03-15,1.0
s2815,2019,2020-03-15,1.0
s2816,2020,2020-03-14,0.0
s2817,2020,2020-03-13,0.0
s2818,2018,2020-03-13,2.0
s2819,2020,2020-03-13,0.0
s2820,2020,2020-03-13,0.0
s2821,2019,2020-03-13,1.0
s2822,2020,2020-03-13,0.0
s2823,2020,2020-03-13,0.0
s2824,2019,2020-03-13,1.0
s2825,2020,2020-03-13,0.0
s2826,2020,2020-03-11,0.0
s2827,2020,2020-03-11,0.0
s2828,2020,2020-03-11,0.0
s2829,2020,2020-03-10,0.0
s2830,2020,2020-03-10,0.0
s2831,2020,2020-03-08,0.0
s2832,2017,2020-03-06,3.0
s2833,2017,2020-03-06,3.0
s2834,2020,2020-03-06,0.0
s2835,2019,2020-03-06,1.0
s2836,2019,2020-03-06,1.0
s2837,2020,2020-03-06,0.0
s2838,2020,2020-03-06,0.0
s2839,2020,2020-03-06,0.0
s2840,2016,2020-03-05,4.0
s2841,2020,2020-03-05,0.0
s2842,2020,2020-03-05,0.0
s2843,2019,2020-03-05,1.0
s2844,2010,2020-03-04,10.0
s2845,2019,2020-03-04,1.0
s2846,2005,2020-03-04,15.0
s2847,2016,2020-03-04,4.0
s2848,2018,2020-03-03,2.0
s2849,2019,2020-03-03,1.0
s2850,2020,2020-03-03,0.0
s2851,2019,2020-03-03,1.0
s2852,2019,2020-03-03,1.0
s2853,2011,2020-03-03,9.0
s2854,2020,2020-03-02,0.0
s2855,2014,2020-03-01,6.0
s2856,2020,2020-03-01,0.0
s2857,2019,2020-03-01,1.0
s2858,2020,2020-03-01,0.0
s2859,2019,2020-03-01,1.0
s2860,2016,2020-03-01,4.0
s2861,2011,2020-03-01,9.0
s2862,2016,2020-03-01,4.0
s2863,2017,2020-03-01,3.0
s2864,2007,2020-03-01,13.0
s2865,2020,2020-03-01,0.0
s2866,2018,2020-03-01,2.0
s2867,2019,2020-03-01,1.0
s2868,2020,2020-02-28,0.0
s2869,2019,2020-02-28,1.0
s2870,2019,2020-02-28,1.0
s2871,2020,2020-02-28,0.0
s2872,2019,2020-02-28,1.0
s2873,2020,2020-02-28,0.0
s2874,2020,2020-02-27,0.0
s2875,2020,2020-02-27,0.0
s2876,2020,2020-02-27,0.0
s2877,2019,2020-02-27,1.0
s2878,2020,2020-02-27,0.0
s2879,2016,2020-02-26,4.0
s2880,2015,2020-02-26,5.0
s2881,2020,2020-02-26,0.0
s2882,2015,2020-02-26,5.0
s2883,2016,2020-02-26,4.0
s2884,2020,2020-02-26,0.0
s2885,2015,2020-02-26,5.0
s2886,2014,2020-02-26,6.0
s2887,2020,2020-02-25,0.0
s2888,2019,2020-02-23,1.0
s2889,2020,2020-02-23,0.0
s2890,2019,2020-02-22,1.0
s2891,2018,2020-02-22,2.0
s2892,2020,2020-02-21,0.0
s2893,2020,2020-02-21,0.0
s2894,2020,2020-02-21,0.0
s2895,2020,2020-02-21,0.0
s2896,2020,2020-02-21,0.0
s2897,2019,2020-02-21,1.0
s2898,2020,2020-02-21,0.0
s2899,2020,2020-02-21,0.0
s2900,2012,2020-02-20,8.0
s2901,2020,2020-02-20,0.0
s2902,2018,2020-02-20,2.0
s2903,2008,2020-02-17,12.0
s2904,2015,2020-02-16,5.0
s2905,2019,2020-02-16,1.0
s2906,2015,2020-02-16,5.0
s2907,2017,2020-02-16,3.0
s2908,2016,2020-02-16,4.0
s2909,2016,2020-02-16,4.0
s2910,2017,2020-02-15,3.0
s2911,2017,2020-02-15,3.0
s2912,2019,2020-02-14,1.0
s2913,2019,2020-02-14,1.0
s2914,2017,2020-02-14,3.0
s2915,2020,2020-02-14,0.0
s2916,2010,2020-02-14,10.0
s2917,2019,2020-02-14,1.0
s2918,2020,2020-02-14,0.0
s2919,2018,2020-02-14,2.0
s2920,2019,2020-02-13,1.0
s2921,2021,2020-02-13,-1.0
s2922,2020,2020-02-13,0.0
s2923,2019,2020-02-13,1.0
s2924,2019,2020-02-13,1.0
s2925,2015,2020-02-12,5.0
s2926,2020,2020-02-12,0.0
s2927,2018,2020-02-12,2.0
s2928,2020,2020-02-11,0.0
s2929,2017,2020-02-11,3.0
s2930,2020,2020-02-11,0.0
s2931,2019,2020-02-10,1.0
s2932,2018,2020-02-09,2.0
s2933,2018,2020-02-09,2.0
s2934,2019,2020-02-09,1.0
s2935,2019,2020-02-08,1.0
s2936,2019,2020-02-08,1.0
s2937,2018,2020-02-07,2.0
s2938,2020,2020-02-07,0.0
s2939,2018,2020-02-07,2.0
s2940,2020,2020-02-07,0.0
s2941,2019,2020-02-07,1.0
s2942,2020,2020-02-07,0.0
s2943,2020,2020-02-07,0.0
s2944,2017,2020-02-07,3.0
s2945,2020,2020-02-07,0.0
s2946,2020,2020-02-06,0.0
s2947,2014,2020-02-06,6.0
s2948,2019,2020-02-05,1.0
s2949,2020,2020-02-05,0.0
s2950,2020,2020-02-05,0.0
s2951,2020,2020-02-04,0.0
s2952,2019,2020-02-04,1.0
s2953,2020,2020-02-04,0.0
s2954,2020,2020-02-03,0.0
s2955,2019,2020-02-03,1.0
s2956,2020,2020-02-03,0.0
s2957,2016,2020-02-01,4.0
s2958,1994,2020-02-01,26.0
s2959,2015,2020-02-01,5.0
s2960,2020,2020-02-01,0.0
s2961,2017,2020-02-01,3.0
s2962,2018,2020-02-01,2.0
s2963,2019,2020-02-01,1.0
s2964,2019,2020-02-01,1.0
s2965,2020,2020-02-01,0.0
s2966,2014,2020-02-01,6.0
s2967,2018,2020-02-01,2.0
s2968,2014,2020-02-01,6.0
s2969,2019,2020-02-01,1.0
s2970,1999,2020-02-01,21.0
s2971,2020,2020-01-31,0.0
s2972,2020,2020-01-31,0.0
s2973,2016,2020-01-31,4.0
s2974,2017,2020-01-31,3.0
s2975,2020,2020-01-31,0.0
s2976,2020,2020-01-31,0.0
s2977,2020,2020-01-31,0.0
s2978,2019,2020-01-30,1.0
s2979,2009,2020-01-30,11.0
s2980,2020,2020-01-30,0.0
s2981,2020,2020-01-30,0.0
s2982,2018,2020-01-29,2.0
s2983,2020,2020-01-29,0.0
s2984,2020,2020-01-29,0.0
s2985,2020,2020-01-29,0.0
s2986,2020,2020-01-27,0.0
s2987,2019,2020-01-26,1.0
s2988,2020,2020-01-26,0.0
s2989,2017,2020-01-25,3.0
s2990,2019,2020-01-24,1.0
s2991,2015,2020-01-24,5.0
s2992,2020,2020-01-24,0.0
s2993,2017,2020-01-24,3.0
s2994,2020,2020-01-24,0.0
s2995,2020,2020-01-24,0.0
s2996,2020,2020-01-23,0.0
s2997,2020,2020-01-23,0.0
s2998,2020,2020-01-23,0.0
s2999,2020,2020-01-23,0.0
s3000,2020,2020-01-23,0.0
s3001,2020,2020-01-22,0.0
s3002,2019,2020-01-22,1.0
s3003,2004,2020-01-22,16.0
s3004,2020,2020-01-21,0.0
s3005,2019,2020-01-21,1.0
s3006,2011,2020-01-20,9.0
s3007,2019,2020-01-20,1.0
s3008,2020,2020-01-20,0.0
s3009,2013,2020-01-18,7.0
s3010,2020,2020-01-17,0.0
s3011,2020,2020-01-17,0.0
s3012,2020,2020-01-17,0.0
s3013,2020,2020-01-17,0.0
s3014,2019,2020-01-17,1.0
s3015,2019,2020-01-16,1.0
s3016,2020,2020-01-16,0.0
s3017,2011,2020-01-16,9.0
s3018,2019,2020-01-16,1.0
s3019,2015,2020-01-16,5.0
s3020,2019,2020-01-16,1.0
s3021,2008,2020-01-16,12.0
s3022,2015,2020-01-16,5.0
s3023,2018,2020-01-15,2.0
s3024,2019,2020-01-15,1.0
s3025,2020,2020-01-15,0.0
s3026,2017,2020-01-15,3.0
s3027,2019,2020-01-15,1.0
s3028,2020,2020-01-14,0.0
s3029,2018,2020-01-14,2.0
s3030,2019,2020-01-14,1.0
s3031,2020,2020-01-13,0.0
s3032,2018,2020-01-12,2.0
s3033,2019,2020-01-12,1.0
s3034,2020,2020-01-10,0.0
s3035,2019,2020-01-10,1.0
s3036,2020,2020-01-10,0.0
s3037,2020,2020-01-10,0.0
s3038,2020,2020-01-10,0.0
s3039,2014,2020-01-10,6.0
s3040,2020,2020-01-10,0.0
s3041,2020,2020-01-10,0.0
s3042,2020,2020-01-09,0.0
s3043,2020,2020-01-08,0.0
s3044,2017,2020-01-07,3.0
s3045,2020,2020-01-07,0.0
s3046,2020,2020-01-04,0.0
s3047,2020,2020-01-03,0.0
s3048,2019,2020-01-03,1.0
s3049,2017,2020-01-02,3.0
s3050,2020,2020-01-02,0.0
s3051,2019,2020-01-02,1.0
s3052,2018,2020-01-01,2.0
s3053,2017,2020-01-01,3.0
s3054,2018,2020-01-01,2.0
s3055,2014,2020-01-01,6.0
s3056,2018,2020-01-01,2.0
s3057,2019,2020-01-01,1.0
s3058,2007,2020-01-01,13.0
s3059,2008,2020-01-01,12.0
s3060,2009,2020-01-01,11.0
s3061,2020,2020-01-01,0.0
s3062,2015,2020-01-01,5.0
s3063,2001,2020-01-01,19.0
s3064,2017,2020-01-01,3.0
s3065,2019,2020-01-01,1.0
s3066,2020,2020-01-01,0.0
s3067,2017,2020-01-01,3.0
s3068,2020,2020-01-01,0.0
s3069,2006,2020-01-01,14.0
s3070,2018,2020-01-01,2.0
s3071,2017,2020-01-01,3.0
s3072,2015,2020-01-01,5.0
s3073,2015,2020-01-01,5.0
s3074,2009,2020-01-01,11.0
s3075,2017,2020-01-01,3.0
s3076,2020,2020-01-01,0.0
s3077,2017,2020-01-01,3.0
s3078,2019,2019-12-31,0.0
s3079,2019,2019-12-31,0.0
s3080,2019,2019-12-31,0.0
s3081,2019,2019-12-31,0.0
s3082,2019,2019-12-31,0.0
s3083,2019,2019-12-31,0.0
s3084,2018,2019-12-31,1.0
s3085,2016,2019-12-31,3.0
s3086,2018,2019-12-31,1.0
s3087,2019,2019-12-31,0.0
s3088,2019,2019-12-31,0.0
s3089,2019,2019-12-30,0.0
s3090,2019,2019-12-28,0.0
s3091,2013,2019-12-27,6.0
s3092,2018,2019-12-27,1.0
s3093,2019,2019-12-27,0.0
s3094,2018,2019-12-27,1.0
s3095,2019,2019-12-26,0.0
s3096,2019,2019-12-26,0.0
s3097,2019,2019-12-26,0.0
s3098,2019,2019-12-25,0.0
s3099,2017,2019-12-25,2.0
s3100,2019,2019-12-25,0.0
